Mã MH,Tên MH,Số tín chỉ,Nhóm lớp,DK/ Sĩ số,Ngôn ngữ,Nhóm LT,Giảng viên,Nhóm BT,Giảng viên BT/TN,Sĩ số LT,Thứ(Buổi 1),Tiết(Buổi 1),Phòng(Buổi 1),CS(Buổi 1),Thứ(Buổi 2),Tiết(Buổi 2),Phòng(Buổi 2),CS(Buổi 2),Thứ(Buổi 3),Tiết(Buổi 3),Phòng(Buổi 3),CS(Buổi 3)
CO3091 ,Đồ án thiết kế luận lý,2.0,CC01,44/60,TA,CC01,,, ,60,,,,1 ,,,,,,,,
CO3091 ,Đồ án thiết kế luận lý,2.0,CC02,14/60,TA,CC02,,, ,60,,,,1 ,,,,,,,,
CO3091 ,Đồ án thiết kế luận lý,2.0,CC03,13/60,TA,CC03,,, ,60,,,,1 ,,,,,,,,
CO3091 ,Đồ án thiết kế luận lý,2.0,L01,37/60,V,L01,,, ,60,,,,1 ,,,,,,,,
CO3091 ,Đồ án thiết kế luận lý,2.0,L02,47/60,V,L02,,, ,60,,,,1 ,,,,,,,,
CO3091 ,Đồ án thiết kế luận lý,2.0,L03,44/60,V,L03,,, ,60,,,,1 ,,,,,,,,
CO3091 ,Đồ án thiết kế luận lý,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3095 ,Đồ án tổng hợp,1.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3099 ,Thực tập ĐAMH đa ngành,1.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3101 ,Đồ án tổng hợp - ttnt,1.0,CC01,38/5000,TA,CC01,,, ,5000,,,,1 ,,,,,,,,
CO3101 ,Đồ án tổng hợp - ttnt,1.0,CN01,16/500,V,CN01,,, ,500,,,,1 ,,,,,,,,
CO3101 ,Đồ án tổng hợp - ttnt,1.0,L01,90/5000,V,L01,,, ,5000,,,,1 ,,,,,,,,
CO3101 ,Đồ án tổng hợp - ttnt,1.0,T01,1/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3103 ,Đồ án tổng hợp - cnpm,1.0,CC01,54/60,TA,CC01,,, ,60,,,,1 ,,,,,,,,
CO3103 ,Đồ án tổng hợp - cnpm,1.0,CC02,41/60,TA,CC02,,, ,60,,,,1 ,,,,,,,,
CO3103 ,Đồ án tổng hợp - cnpm,1.0,L01,90/90,V,L01,,, ,90,,,,1 ,,,,,,,,
CO3103 ,Đồ án tổng hợp - cnpm,1.0,L02,80/90,V,L02,,, ,90,,,,1 ,,,,,,,,
CO3103 ,Đồ án tổng hợp - cnpm,1.0,T01,1/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3105 ,Đồ án tổng hợp - httt,1.0,CC01,6/60,TA,CC01,,, ,60,,,,1 ,,,,,,,,
CO3105 ,Đồ án tổng hợp - httt,1.0,CN01,2/60,V,CN01,,, ,60,,,,1 ,,,,,,,,
CO3105 ,Đồ án tổng hợp - httt,1.0,L01,37/60,V,L01,,, ,60,,,,1 ,,,,,,,,
CO3105 ,Đồ án tổng hợp - httt,1.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3107 ,T/tập ĐAMH đa ngành-ttnt,1.0,CC01,6/5000,TA,CC01,,, ,5000,,,,1 ,,,,,,,,
CO3107 ,T/tập ĐAMH đa ngành-ttnt,1.0,L01,2/5000,V,L01,,, ,5000,,,,1 ,,,,,,,,
CO3107 ,T/tập ĐAMH đa ngành-ttnt,1.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3109 ,T/tập ĐAMH đa ngành-cnpm,1.0,CC01,13/5000,TA,CC01,,, ,5000,,,,1 ,,,,,,,,
CO3109 ,T/tập ĐAMH đa ngành-cnpm,1.0,L01,28/5000,V,L01,,, ,5000,,,,1 ,,,,,,,,
CO3109 ,T/tập ĐAMH đa ngành-cnpm,1.0,T01,4/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3111 ,T/tập ĐAMH đa ngành-httt,1.0,L01,4/5000,V,L01,,, ,5000,,,,1 ,,,,,,,,
CO3111 ,T/tập ĐAMH đa ngành-httt,1.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3115 ,Phân tích và thiết kế ht,3.0,CC01,45/45,TA,CC01,Trần Minh Quang ,, ,45,Thứ 6 ,9 10,C6-602 ,1 ,,,,,,,,
CO3115 ,Phân tích và thiết kế ht,3.0,L01,60/60,V,L01,Nguyễn Thanh Tùng ,, ,60,Thứ 6 ,2 3,H3-305 ,2 ,,,,,,,,
CO3115 ,Phân tích và thiết kế ht,3.0,L02,60/60,V,L02,Nguyễn Thanh Tùng ,, ,60,Thứ 5 ,11 12,H3-102 ,2 ,,,,,,,,
CO3117 ,Học máy,3.0,L01,80/80,V,L01,Nguyễn Đức Dũng ,, ,80,Thứ 4 ,4 5,H6-306 ,2 ,,,,,,,,
CO3119 ,Đồ án mạng máy tính,1.0,CC01,4/500,V,CC01,Nguyễn Đức Thái ,, ,500,,,,1 ,,,,,,,,
CO3119 ,Đồ án mạng máy tính,1.0,L01,9/100,V,L01,Nguyễn Cao Đạt ,, ,100,,,,1 ,,,,,,,,
CO3119 ,Đồ án mạng máy tính,1.0,T01,0/200,V,T01,Nguyễn Cao Đạt ,, ,200,,,,1 ,,,,,,,,
CO3313 ,Thực tập tốt nghiệp,2.0,CC01,0/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO3313 ,Thực tập tốt nghiệp,2.0,L01,7/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO3313 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3315 ,Thực tập ngoài trường,2.0,B01,0/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CO3315 ,Thực tập ngoài trường,2.0,L01,14/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO3315 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3323 ,Thực tập tốt nghiệp,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3325 ,Thực tập ngoài trường,2.0,CC01,0/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO3325 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3333 ,Thực tập tốt nghiệp,2.0,T01,5/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3335 ,Thực tập ngoài trường,2.0,B01,0/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CO3335 ,Thực tập ngoài trường,2.0,CC01,5/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO3335 ,Thực tập ngoài trường,2.0,L01,22/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO3335 ,Thực tập ngoài trường,2.0,T01,1/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3345 ,Thực tập ngoài trường,2.0,CC01,3/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO3345 ,Thực tập ngoài trường,2.0,L01,12/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO3345 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO3355 ,Thực tập ngoài trường,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4007 ,Đồ án 3,1.0,T01,5/200,V,T01,Nguyễn Thanh Bình ,, ,200,,,,1 ,,,,,,,,
CO4029 ,Đồ án chuyên ngành,2.0,CC01,60/60,TA,CC01,,, ,60,,,,1 ,,,,,,,,
CO4029 ,Đồ án chuyên ngành,2.0,CC02,15/60,TA,CC02,,, ,60,,,,1 ,,,,,,,,
CO4029 ,Đồ án chuyên ngành,2.0,CC03,0/60,TA,CC03,,, ,60,,,,1 ,,,,,,,,
CO4029 ,Đồ án chuyên ngành,2.0,L01,13/60,V,L01,,, ,60,,,,1 ,,,,,,,,
CO4029 ,Đồ án chuyên ngành,2.0,L02,262/300,V,L02,,, ,300,,,,1 ,,,,,,,,
CO4029 ,Đồ án chuyên ngành,2.0,L03,0/60,V,L03,,, ,60,,,,1 ,,,,,,,,
CO4029 ,Đồ án chuyên ngành,2.0,L04,0/60,V,L04,,, ,60,,,,1 ,,,,,,,,
CO4029 ,Đồ án chuyên ngành,2.0,L05,0/60,V,L05,,, ,60,,,,1 ,,,,,,,,
CO4029 ,Đồ án chuyên ngành,2.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4033 ,P/tích dữ liệu lớn &ttkd,3.0,CC01,32/45,TA,CC01,Nguyễn Thanh Bình ,, ,45,Thứ 3 ,11 12,B10-202 ,1 ,,,,,,,,
CO4033 ,P/tích dữ liệu lớn &ttkd,3.0,L01,28/60,V,L01,Đỗ Thanh Thái ,, ,60,Thứ 3 ,2 3,H3-103 ,2 ,,,,,,,,
CO4041 ,Đồ án môn học kỹthuật mt,2.0,CC01,34/60,TA,CC01,,, ,60,,,,1 ,,,,,,,,
CO4041 ,Đồ án môn học kỹthuật mt,2.0,CC02,0/60,TA,CC02,,, ,60,,,,1 ,,,,,,,,
CO4041 ,Đồ án môn học kỹthuật mt,2.0,L01,60/60,V,L01,,, ,60,,,,1 ,,,,,,,,
CO4041 ,Đồ án môn học kỹthuật mt,2.0,L02,10/60,V,L02,,, ,60,,,,1 ,,,,,,,,
CO4311 ,Đề cương luận văn tn,0.0,B01,4/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CO4311 ,Đề cương luận văn tn,0.0,CC01,2/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO4311 ,Đề cương luận văn tn,0.0,L01,24/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO4311 ,Đề cương luận văn tn,0.0,T01,8/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4313 ,Luận văn tốt nghiệp(khmt,9.0,B01,2/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CO4313 ,Luận văn tốt nghiệp(khmt,9.0,CC01,1/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO4313 ,Luận văn tốt nghiệp(khmt,9.0,L01,16/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO4313 ,Luận văn tốt nghiệp(khmt,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4315 ,Đề cương luận văn tn,0.0,B01,0/300,V,B01,,, ,300,,,,1 ,,,,,,,,
CO4315 ,Đề cương luận văn tn,0.0,CC01,14/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO4315 ,Đề cương luận văn tn,0.0,L01,44/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO4315 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4317 ,Luận văn tốt nghiệp(khmt,9.0,CC01,5/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO4317 ,Luận văn tốt nghiệp(khmt,9.0,L01,38/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO4317 ,Luận văn tốt nghiệp(khmt,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4321 ,Đề cương luận văn tn,0.0,CC01,1/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO4321 ,Đề cương luận văn tn,0.0,L01,1/100,V,L01,,, ,100,,,,1 ,,,,,,,,
CO4321 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4323 ,Luận văn tốt nghiệp (ktm,9.0,CC01,2/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO4323 ,Luận văn tốt nghiệp (ktm,9.0,L01,4/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO4323 ,Luận văn tốt nghiệp (ktm,9.0,T01,1/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4325 ,Đề cương luận văn tn,0.0,CC01,3/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO4325 ,Đề cương luận văn tn,0.0,L01,5/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO4325 ,Đề cương luận văn tn,0.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4327 ,Luận văn tốt nghiệp (ktm,9.0,CC01,4/300,TA,CC01,,, ,300,,,,1 ,,,,,,,,
CO4327 ,Luận văn tốt nghiệp (ktm,9.0,L01,2/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO4327 ,Luận văn tốt nghiệp (ktm,9.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4331 ,Đề cương luận văn tn,0.0,T01,10/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4333 ,Luận văn tốt nghiệp,9.0,T01,3/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4337 ,Đồ án tốt nghiệp(khmt),4.0,L01,0/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO4337 ,Đồ án tốt nghiệp(khmt),4.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4347 ,Đồ án tốt nghiệp (ktmt),4.0,L01,0/300,V,L01,,, ,300,,,,1 ,,,,,,,,
CO4347 ,Đồ án tốt nghiệp (ktmt),4.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
CO4357 ,Đồ án tốt nghiệp(cntt),4.0,T01,0/200,V,T01,,, ,200,,,,1 ,,,,,,,,
EE1031 ,Đồ án bs kỹ thuật số,1.0,T01,0/200,V,T01,Nguyễn Phan Hải Phú ,, ,200,,,,1 ,,,,,,,,
EE1033 ,Đồ án bs vật lý bán dẫn,1.0,T01,0/200,V,T01, ,, ,200,,,,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L01,41/41,V,L01, ,, ,41,Thứ 7 ,8 9 10 11 12,C2-PTTDT1 ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L02,40/40,V,L02,Huỳnh Văn Thịnh ,, ,40,Thứ 7 ,7 8 9 10 11,C2-PTTDT ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L03,40/40,V,L03,Phan Vĩnh Lộc ,, ,40,Thứ 4 ,8 9 10 11 12,C2-PTTDT1 ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L04,40/40,V,L04,Phan Vĩnh Lộc ,, ,40,Thứ 4 ,8 9 10 11 12,C2-PTTDT1 ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L05,40/40,V,L05,Nguyễn Phạm Minh Luân ,, ,40,Thứ 7 ,2 3 4 5 6,C2-PTTDT1 ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L06,40/40,V,L06, ,, ,40,Thứ 7 ,8 9 10 11 12,C2-PTTDT1 ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L07,40/40,V,L07,Huỳnh Văn Thịnh ,, ,40,Thứ 7 ,7 8 9 10 11,C2-PTTDT ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L08,40/40,V,L08,Nguyễn Phạm Minh Luân ,, ,40,Thứ 7 ,2 3 4 5 6,C2-PTTDT1 ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L09,37/40,V,L09,Nhan Hồng Kỵ ,, ,40,Thứ 2 ,8 9 10 11 12,C2-PTTDT ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L10,39/40,V,L10,Nhan Hồng Kỵ ,, ,40,Thứ 2 ,2 3 4 5 6,C2-PTTDT ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L11,39/40,V,L11,Huỳnh Văn Thịnh ,, ,40,Thứ 7 ,2 3 4 5 6,C2-PTTDT ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L12,40/40,V,L12,Huỳnh Văn Thịnh ,, ,40,Thứ 7 ,2 3 4 5 6,C2-PTTDT ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L13,17/40,V,L13,Huỳnh Văn Thịnh ,, ,40,Chủ nhật ,2 3 4 5 6,C2-PTTDT ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L14,40/40,V,L14,Nhan Hồng Kỵ ,, ,40,Chủ nhật ,7 8 9 10 11,C2-PTTDT1 ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L17,40/40,V,L17,Phan Vĩnh Lộc ,, ,40,Chủ nhật ,8 9 10 11 12,C2-PTTDT ,1 ,,,,,,,,
EE2023 ,Thực tập điện tử 1,1.0,L18,32/40,V,L18,Phan Vĩnh Lộc ,, ,40,Chủ nhật ,7 8 9 10 11,C2-PTTDT1 ,1 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L01,31/31,V,L01,Lê Đức Phong ,, ,31,Thứ 3 ,2 3 4 5 6,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L02,30/30,V,L02,Nguyễn Phú Quốc ,, ,30,Thứ 3 ,8 9 10 11 12,H6-14A ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L03,30/30,V,L03,Nguyễn Phú Quốc ,, ,30,Thứ 4 ,2 3 4 5 6,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L04,30/30,V,L04,Nguyễn Phú Quốc ,, ,30,Thứ 4 ,7 8 9 10 11,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L05,30/30,V,L05,Lê Đức Phong ,, ,30,Thứ 6 ,2 3 4 5 6,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L06,30/30,V,L06,Nguyễn Phú Quốc ,, ,30,Thứ 6 ,8 9 10 11 12,H6-14A ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L07,25/30,V,L07,Nguyễn Hòa ,, ,30,Thứ 4 ,8 9 10 11 12,H6-015 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L08,29/30,V,L08,Lê Đức Phong ,, ,30,Thứ 4 ,2 3 4 5 6,H6-015 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L09,30/30,V,L09,Nguyễn Phú Quốc ,, ,30,Thứ 2 ,8 9 10 11 12,H6-015 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L10,20/30,V,L10,Lê Đức Phong ,, ,30,Thứ 4 ,8 9 10 11 12,H6-14A ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L11,30/30,V,L11,Nguyễn Hòa ,, ,30,Thứ 5 ,8 9 10 11 12,H6-14A ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L12,30/30,V,L12,Nguyễn Hòa ,, ,30,Thứ 5 ,2 3 4 5 6,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L13,10/30,V,L13,Nguyễn Hòa ,, ,30,Thứ 2 ,8 9 10 11 12,H6-14A ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L14,28/30,V,L14,Nguyễn Phú Quốc ,, ,30,Thứ 2 ,2 3 4 5 6,H6-015 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L15,25/30,V,L15,Lê Đức Phong ,, ,30,Thứ 2 ,7 8 9 10 11,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L16,23/30,V,L16,Nguyễn Hòa ,, ,30,Thứ 2 ,2 3 4 5 6,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L17,30/30,V,L17,Nguyễn Phú Quốc ,, ,30,Thứ 5 ,8 9 10 11 12,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L18,30/30,V,L18,Nguyễn Phú Quốc ,, ,30,Thứ 5 ,2 3 4 5 6,H6-14A ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L19,13/30,V,L19,Lê Đức Phong ,, ,30,Thứ 5 ,7 8 9 10 11,H6-015 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L20,21/30,V,L20,Nguyễn Hòa ,, ,30,Thứ 6 ,7 8 9 10 11,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L21,30/30,V,L21,Nguyễn Hòa ,, ,30,Thứ 3 ,2 3 4 5 6,H6-14A ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L22,23/30,V,L22,Lê Đức Phong ,, ,30,Thứ 3 ,8 9 10 11 12,H6-014 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L23,10/30,V,L23,Nguyễn Hòa ,, ,30,Thứ 6 ,2 3 4 5 6,H6-015 ,2 ,,,,,,,,
EE2025 ,Thực tập điện 1,1.0,L24,13/30,V,L24,Lê Đức Phong ,, ,30,Thứ 6 ,8 9 10 11 12,H6-015 ,2 ,,,,,,,,
EE2041 ,Đồ án bs giải tích mạch,1.0,T01,1/200,V,T01,Hoàng Minh Trí ,, ,200,,,,1 ,,,,,,,,
EE2043 ,Đồ án bs mạch điện tử,1.0,T01,2/200,V,T01,Đinh Quốc Hùng ,, ,200,,,,1 ,,,,,,,,
EE2045 ,Đồ án bs vi xử lý,1.0,L01,16/200,V,L01,Nguyễn Phan Hải Phú ,, ,200,,,,1 ,,,,,,,,
EE2045 ,Đồ án bs vi xử lý,1.0,T01,1/200,V,T01,Nguyễn Phan Hải Phú ,, ,200,,,,1 ,,,,,,,,
EE2421 ,Đồ án cơ sở ngành,1.0,TT01,28/60,TA,TT01,,, ,60,,,,1 ,,,,,,,,
EE2421 ,Đồ án cơ sở ngành,1.0,TT02,25/60,TA,TT02,,, ,60,,,,1 ,,,,,,,,
EE3003 ,Thiết kế hệ thống nhúng,3.0,L01,60/60,V,L01, ,, ,60,Thứ 2 ,4 5,H3-305 ,2 ,,,,,,,,
EE3003 ,Thiết kế hệ thống nhúng,3.0,L02,47/60,V,L02, ,, ,60,Thứ 2 ,9 10,H2-402 ,2 ,,,,,,,,
EE3003 ,Thiết kế hệ thống nhúng,3.0,L03,60/60,V,L03,Trương Quang Vinh ,, ,60,Thứ 4 ,2 3,H2-402 ,2 ,,,,,,,,
EE3003 ,Thiết kế hệ thống nhúng,3.0,L04,23/60,V,L04,Trần Hoàng Quân ,, ,60,Thứ 4 ,11 12,H3-402 ,2 ,,,,,,,,
EE3003 ,Thiết kế hệ thống nhúng,3.0,L05,54/60,V,L05,Bùi Quốc Bảo ,, ,60,Thứ 6 ,7 8,H6-504 ,2 ,,,,,,,,
EE3003 ,Thiết kế hệ thống nhúng,3.0,L06,30/60,V,L06,Trần Hoàng Quân ,, ,60,Thứ 6 ,2 3,H2-403 ,2 ,,,,,,,,
EE3015 ,Kỹthuật hệthống viễnthôg,3.0,L01,52/60,V,L01,Hồ Văn Khương ,, ,60,Thứ 3 ,11 12,H2-405 ,2 ,,,,,,,,
EE3015 ,Kỹthuật hệthống viễnthôg,3.0,L02,43/60,V,L02,Hồ Văn Khương ,, ,60,Thứ 3 ,9 10,H3-302 ,2 ,,,,,,,,
EE3015 ,Kỹthuật hệthống viễnthôg,3.0,L03,60/60,V,L03,Đặng Ngọc Hạnh ,, ,60,Thứ 6 ,4 5,H2-405 ,2 ,,,,,,,,
EE3015 ,Kỹthuật hệthống viễnthôg,3.0,L04,19/60,V,L04,Đặng Ngọc Hạnh ,, ,60,Thứ 6 ,2 3,H3-302 ,2 ,,,,,,,,
EE3015 ,Kỹthuật hệthống viễnthôg,3.0,L05,60/60,V,L05,Nguyễn Thanh Tuấn ,, ,60,Thứ 4 ,7 8,H2-402 ,2 ,,,,,,,,
EE3015 ,Kỹthuật hệthống viễnthôg,3.0,L06,21/60,V,L06,Nguyễn Thanh Tuấn ,, ,60,Thứ 4 ,11 12,H3-103 ,2 ,,,,,,,,
EE3031 ,Lập trình hệ thống nhúng,3.0,L01,60/70,V,L01,Bùi Quốc Bảo ,, ,70,Thứ 4 ,4 5,H2-405 ,2 ,,,,,,,,
EE3035 ,Xử lý ảnh,3.0,L01,75/75,V,L01, ,, ,75,Thứ 3 ,2 3,H6-415 ,2 ,,,,,,,,
EE3037 ,Điện tử y sinh,3.0,L01,71/75,V,L01, ,, ,75,Thứ 2 ,2 3,H2-305 ,2 ,,,,,,,,
EE3041 ,Xl tín hiệu số với FPGA,3.0,L01,47/70,V,L01, ,, ,70,Thứ 4 ,7 8,H3-305 ,2 ,,,,,,,,
EE3043 ,Cấu trúc máy tính,3.0,L01,75/75,V,L01,Trần Hoàng Linh ,, ,75,Thứ 3 ,4 5,H2-407 ,2 ,,,,,,,,
EE3061 ,Đồ án,1.0,L01,18/5000,V,L01,,, ,5000,,,,1 ,,,,,,,,
EE3061 ,Đồ án,1.0,T01,7/200,V,T01,,, ,200,,,,1 ,,,,,,,,
EE3107 ,Thông tin di động,3.0,L01,31/60,V,L01, ,, ,60,Thứ 2 ,7 8,H2-402 ,2 ,,,,,,,,
EE3111 ,Mạng máy tính,3.0,L01,57/60,V,L01,Nguyễn Chí Ngọc ,, ,60,Thứ 5 ,2 3,H3-101 ,2 ,,,,,,,,
EE3117 ,Thiết kế vi mạch số,3.0,L01,60/60,V,L01,Trần Hoàng Linh ,, ,60,Thứ 5 ,11 12,H6-411 ,2 ,,,,,,,,
EE3117 ,Thiết kế vi mạch số,3.0,L02,29/60,V,L02,Trần Hoàng Linh ,, ,60,Thứ 3 ,9 10,H2-304 ,2 ,,,,,,,,
EE3121 ,Thiết kế vi mạch tt & hh,3.0,L01,18/60,V,L01,Phan Võ Kim Anh ,, ,60,Thứ 5 ,9 10,H2-405 ,2 ,,,,,,,,
EE3129 ,Điện tử ứng dụng,3.0,L01,46/60,V,L01, ,, ,60,Thứ 3 ,7 8,H2-405 ,2 ,,,,,,,,
EE3131 ,Hệ thống năng lượng xanh,3.0,L01,60/60,V,L01,Trần Công Binh ,, ,60,Thứ 6 ,9 10,H6-504 ,2 ,,,,,,,,
EE3133 ,Thiết bị điện trong ppđ,3.0,L01,59/60,V,L01,Nguyễn Xuân Cường ,, ,60,Thứ 4 ,9 10,H2-405 ,2 ,,,,,,,,
EE3135 ,Kỹ thuật nhiệt lạnh,3.0,L01,34/60,V,L01,Ngô Mạnh Dũng ,, ,60,Thứ 6 ,2 3,H2-305 ,2 ,,,,,,,,
EE3145 ,Kỹ thuật ra quyết định,3.0,DT01,32/60,V,DT01, ,, ,60,Thứ 2 ,13 14,B6-305 ,1 ,,,,,,,,
EE3145 ,Kỹ thuật ra quyết định,3.0,L01,60/60,V,L01,Hồ Thanh Phương ,, ,60,Thứ 4 ,7 8,H6-214 ,2 ,,,,,,,,
EE3145 ,Kỹ thuật ra quyết định,3.0,Z3CK,20/60,V,Z3CK,,, ,60,Thứ 4 ,13 14,DP- COSOLIENKET ,1 ,,,,,,,,
EE3149 ,Đồ án,1.0,T01,5/200,V,T01,,, ,200,,,,1 ,,,,,,,,
EE3151 ,Đồ án,1.0,L01,17/5000,V,L01,,, ,5000,,,,1 ,,,,,,,,
EE3151 ,Đồ án,1.0,T01,1/200,V,T01,,, ,200,,,,1 ,,,,,,,,
EE3165 ,Thiết kế vi mạch,3.0,L01,30/60,V,L01,Trần Hoàng Quân ,, ,60,Thứ 6 ,4 5,H6-514 ,2 ,,,,,,,,
EE3167 ,Thiết kế & pt ứ/dụng IoT,3.0,L01,58/60,V,L01,Võ Quế Sơn ,, ,60,Thứ 6 ,9 10,H6-414 ,2 ,,,,,,,,
EE3167 ,Thiết kế & pt ứ/dụng IoT,3.0,L02,35/60,V,L02,Võ Quế Sơn ,, ,60,Thứ 6 ,11 12,H6-504 ,2 ,,,,,,,,
